order_id,merchant_id,zone_id,checkout_timestamp,order_category,distance_km,merchant_notification_time,rider_notification_time,rider_arrival_time,out_for_delivery_time,delivery_timestamp
ORD000748,M040,Z3,2026-02-27 19:18:00,supermarket,2.93,2026-02-27 19:18:31.138411,2026-02-27 19:19:38.042353,2026-02-27 19:40:30.279664,2026-02-27 19:59:41.546005,2026-02-27 20:12:06.675560
ORD000749,M009,Z2,2026-01-04 10:42:00,food,3.18,2026-01-04 10:43:51.995769,2026-01-04 10:44:57.730168,2026-01-04 11:02:08.577207,2026-01-04 11:02:08.577207,2026-01-04 11:16:09.839193
ORD000750,M047,Z7,2026-01-20 12:33:00,pharmacy,5.13,2026-01-20 12:34:17.807372,2026-01-20 12:35:55.974846,2026-01-20 12:51:56.091872,2026-01-20 12:51:56.091872,2026-01-20 13:14:27.442219
ORD000751,M024,Z4,2026-03-20 23:19:00,food,7.2,2026-03-20 23:19:51.001523,2026-03-20 23:20:44.214014,2026-03-20 23:34:20.607184,2026-03-20 23:53:36.011636,2026-03-21 00:24:17.376185
ORD000752,M013,Z3,2026-02-15 19:22:00,supermarket,6.43,2026-02-15 19:23:29.888093,2026-02-15 19:24:15.782232,2026-02-15 19:29:56.388757,2026-02-15 19:32:44.123954,2026-02-15 19:56:00.086071
ORD000753,M014,Z8,2026-02-03 23:52:00,food,1.48,2026-02-03 23:52:40.290892,2026-02-03 23:54:40.886464,2026-02-04 00:08:58.714590,2026-02-04 00:22:19.720612,2026-02-04 00:32:24.989833
ORD000754,M059,Z5,2026-03-09 23:40:00,pharmacy,2.84,2026-03-09 23:41:45.227207,2026-03-09 23:41:04.869132,2026-03-10 00:00:02.264506,2026-03-10 00:00:02.264506,2026-03-10 00:15:30.666092
ORD000755,M067,Z1,2026-03-12 10:06:00,food,2.37,2026-03-12 10:07:29.770865,2026-03-12 10:08:34.876005,2026-03-12 10:20:09.663191,2026-03-12 10:48:11.150718,2026-03-12 10:58:03.474321
ORD000756,M037,Z1,2026-01-16 14:46:00,pharmacy,1.02,2026-01-16 14:46:59.924738,2026-01-16 14:48:38.684364,2026-01-16 15:00:06.836067,2026-01-16 15:05:01.949945,2026-01-16 15:12:24.647018
ORD000757,M049,Z6,2026-02-07 14:51:00,food,2.98,2026-02-07 14:51:53.180784,2026-02-07 14:53:02.774064,2026-02-07 15:20:39.160013,2026-02-07 15:20:44.163822,2026-02-07 15:35:01.368136
ORD000758,M034,Z6,2026-02-25 22:04:00,food,7.02,2026-02-25 22:05:54.342443,2026-02-25 22:06:41.896116,2026-02-25 22:18:55.316740,2026-02-25 22:45:02.023837,2026-02-25 23:16:43.720404
ORD000759,M057,Z1,2026-03-06 21:33:00,food,2.74,2026-03-06 21:34:07.808567,2026-03-06 21:35:05.404019,2026-03-06 21:50:33.887573,2026-03-06 22:10:47.834405,2026-03-06 22:24:52.940963
ORD000760,M034,Z6,2026-03-25 13:35:00,food,2.97,2026-03-25 13:36:08.420260,2026-03-25 13:37:12.152405,2026-03-25 13:50:44.883061,2026-03-25 14:49:59.641198,2026-03-25 15:04:43.856531
ORD000761,M074,Z5,2026-03-28 20:28:00,supermarket,1.41,2026-03-28 20:29:41.636955,2026-03-28 20:29:19.354277,2026-03-28 20:49:48.123701,2026-03-28 21:26:08.512128,2026-03-28 21:35:11.515760
ORD000762,M038,Z1,2026-03-28 23:39:00,pharmacy,2.61,2026-03-28 23:39:38.362571,2026-03-28 23:41:43.934332,2026-03-28 23:58:59.810625,2026-03-28 23:58:59.810625,2026-03-29 00:12:38.321174
ORD000763,M049,Z6,2026-02-13 11:47:00,food,2.4,2026-02-13 11:48:45.703666,2026-02-13 11:48:52.849277,2026-02-13 12:04:59.877198,2026-02-13 12:04:59.877198,2026-02-13 12:16:15.752133
ORD000764,M009,Z2,2026-03-19 15:11:00,food,2.03,2026-03-19 15:12:28.402688,2026-03-19 15:13:32.968140,2026-03-19 15:43:33.699644,2026-03-19 15:43:33.699644,2026-03-19 15:54:13.193298
ORD000765,M055,Z4,2026-02-21 19:02:00,pharmacy,5.22,2026-02-21 19:03:55.109829,2026-02-21 19:03:47.365131,2026-02-21 19:19:23.329789,2026-02-21 19:19:23.329789,2026-02-21 19:43:53.243063
ORD000766,M022,Z2,2026-01-06 19:30:00,supermarket,4.8,2026-01-06 19:30:50.868765,2026-01-06 19:31:23.173052,2026-01-06 19:51:05.773222,2026-01-06 19:51:05.773222,2026-01-06 20:11:42.791922
ORD000767,M044,Z4,2026-01-21 14:54:00,food,4.89,2026-01-21 14:54:42.970855,2026-01-21 14:56:33.652015,2026-01-21 15:07:35.701825,2026-01-21 15:09:07.728309,2026-01-21 15:31:31.945714
ORD000768,M072,Z1,2026-01-12 22:24:00,food,4.8,2026-01-12 22:24:38.758064,2026-01-12 22:25:16.871421,2026-01-12 22:43:31.735795,2026-01-12 22:45:40.720970,2026-01-12 23:06:31.732778
ORD000769,M069,Z6,2026-03-25 14:57:00,food,7.22,2026-03-25 14:58:49.660845,2026-03-25 14:59:13.828350,2026-03-25 15:07:02.780399,2026-03-25 15:22:24.936168,2026-03-25 15:54:49.917940
ORD000770,M051,Z6,2026-01-01 15:51:00,food,2.35,2026-01-01 15:52:21.854437,2026-01-01 15:52:09.089568,2026-01-01 16:01:44.944630,2026-01-01 16:22:25.212332,2026-01-01 16:33:10.371367
ORD000771,M046,Z8,2026-01-27 10:13:00,food,5.72,2026-01-27 10:13:54.268584,2026-01-27 10:14:20.392903,2026-01-27 10:20:00.199743,2026-01-27 10:34:18.593349,2026-01-27 10:52:43.471000
ORD000772,M032,Z4,2026-01-29 13:52:00,food,6.58,2026-01-29 13:53:49.738634,2026-01-29 13:54:31.991086,2026-01-29 14:20:56.962211,2026-01-29 14:20:56.962211,2026-01-29 14:49:57.476619
ORD000773,M038,Z1,2026-01-02 15:02:00,pharmacy,0.99,2026-01-02 15:03:19.885181,2026-01-02 15:04:38.651088,2026-01-02 15:23:38.254345,2026-01-02 15:23:38.254345,2026-01-02 15:29:02.650004
ORD000774,M045,Z4,2026-01-25 22:30:00,food,4.02,2026-01-25 22:30:35.621507,2026-01-25 22:32:50.480123,2026-01-25 22:58:51.115940,2026-01-25 22:58:51.115940,2026-01-25 23:19:32.447176
ORD000775,M020,Z6,2026-02-03 21:26:00,food,1.86,2026-02-03 21:27:22.372228,2026-02-03 21:28:55.981844,2026-02-03 21:37:41.778641,2026-02-03 21:46:29.958003,2026-02-03 21:57:20.241854
ORD000776,M018,Z8,2026-02-24 10:10:00,food,1.57,2026-02-24 10:10:50.080894,2026-02-24 10:12:03.341942,2026-02-24 10:19:41.408244,2026-02-24 10:36:07.168656,2026-02-24 10:44:11.962202
ORD000777,M025,Z6,2026-03-09 20:46:00,food,7.75,2026-03-09 20:46:57.418846,2026-03-09 20:47:31.223357,2026-03-09 21:16:04.792573,2026-03-09 21:50:08.139327,2026-03-09 22:25:30.314226
ORD000778,M028,Z8,2026-02-24 14:00:00,food,3.09,2026-02-24 14:01:10.356765,2026-02-24 14:02:35.740544,2026-02-24 14:14:35.815984,2026-02-24 14:29:38.593511,2026-02-24 14:48:31.300950
ORD000779,M007,Z5,2026-02-25 19:45:00,food,6.0,2026-02-25 19:46:02.134328,2026-02-25 19:46:19.498939,2026-02-25 20:01:02.953353,2026-02-25 20:26:19.178670,2026-02-25 20:52:51.910837
ORD000780,M008,Z7,2026-02-21 23:23:00,pharmacy,7.92,2026-02-21 23:24:23.406931,2026-02-21 23:24:50.963087,2026-02-21 23:45:06.516875,2026-02-21 23:45:06.516875,2026-02-22 00:20:34.750108
ORD000781,M000,Z7,2026-01-13 19:22:00,food,4.61,2026-01-13 19:23:19.144910,2026-01-13 19:23:34.171308,2026-01-13 19:34:18.986362,2026-01-13 19:37:33.230034,2026-01-13 19:58:38.466382
ORD000782,M052,Z3,2026-01-09 13:34:00,food,1.53,2026-01-09 13:35:30.997229,2026-01-09 13:36:42.230033,2026-01-09 13:47:51.871096,2026-01-09 14:06:55.805223,2026-01-09 14:14:06.010713
ORD000783,M041,Z7,2026-03-25 19:03:00,pharmacy,7.34,2026-03-25 19:04:05.909696,2026-03-25 19:05:24.486930,2026-03-25 19:35:15.610859,2026-03-25 19:35:15.610859,2026-03-25 20:04:56.378249
ORD000784,M037,Z1,2026-01-22 21:41:00,pharmacy,1.37,2026-01-22 21:42:33.715485,2026-01-22 21:43:37.813480,2026-01-22 22:16:19.313277,2026-01-22 22:16:19.313277,2026-01-22 22:26:18.826687
ORD000785,M021,Z5,2026-01-18 19:34:00,supermarket,2.73,2026-01-18 19:35:10.644191,2026-01-18 19:36:16.039862,2026-01-18 19:45:49.733932,2026-01-18 19:53:48.281254,2026-01-18 20:07:17.928094
ORD000786,M053,Z4,2026-03-07 19:22:00,supermarket,3.17,2026-03-07 19:23:53.147150,2026-03-07 19:24:05.621736,2026-03-07 19:41:13.893207,2026-03-07 19:46:09.240460,2026-03-07 20:03:28.816932
ORD000787,M019,Z3,2026-03-08 19:17:00,food,2.58,2026-03-08 19:17:46.742857,2026-03-08 19:19:44.747114,2026-03-08 19:39:52.930218,2026-03-08 19:39:52.930218,2026-03-08 19:49:52.978323
ORD000788,M002,Z5,2026-01-18 22:09:00,pharmacy,3.12,2026-01-18 22:09:41.226288,2026-01-18 22:10:57.420604,2026-01-18 22:30:31.568862,2026-01-18 22:30:31.568862,2026-01-18 22:47:23.535305
ORD000789,M063,Z1,2026-01-14 21:10:00,supermarket,1.11,2026-01-14 21:11:29.836009,2026-01-14 21:11:55.193850,2026-01-14 21:29:29.453660,2026-01-14 21:29:29.453660,2026-01-14 21:37:46.817403
ORD000790,M032,Z4,2026-02-14 22:58:00,food,2.75,2026-02-14 22:59:35.054363,2026-02-14 23:00:52.430244,2026-02-14 23:26:20.130633,2026-02-14 23:39:27.085828,2026-02-14 23:52:22.643700
ORD000791,M055,Z4,2026-01-21 23:29:00,pharmacy,1.03,2026-01-21 23:30:53.269144,2026-01-21 23:31:23.395854,2026-01-21 23:58:01.844912,2026-01-21 23:58:01.844912,2026-01-22 00:04:53.095640
ORD000792,M035,Z5,2026-03-21 22:29:00,food,7.27,2026-03-21 22:30:34.571983,2026-03-21 22:30:51.663383,2026-03-21 22:41:13.191633,2026-03-21 23:52:48.256239,2026-03-22 00:23:48.888118
ORD000793,M009,Z2,2026-01-04 22:23:00,food,4.73,2026-01-04 22:23:35.053187,2026-01-04 22:25:17.940968,2026-01-04 22:33:40.809952,2026-01-04 22:59:48.361435,2026-01-04 23:21:43.043584
ORD000794,M003,Z7,2026-01-11 12:38:00,pharmacy,3.15,2026-01-11 12:39:52.894426,2026-01-11 12:40:01.530569,2026-01-11 13:06:42.961182,2026-01-11 13:06:42.961182,2026-01-11 13:21:25.042570
ORD000795,M042,Z2,2026-02-18 11:22:00,supermarket,4.41,2026-02-18 11:23:09.663549,2026-02-18 11:23:59.615783,2026-02-18 11:33:32.479860,2026-02-18 11:33:32.479860,2026-02-18 11:50:38.077862
ORD000796,M003,Z7,2026-03-06 13:05:00,pharmacy,1.41,2026-03-06 13:06:46.665363,2026-03-06 13:07:58.984503,2026-03-06 13:33:46.967642,2026-03-06 13:33:46.967642,2026-03-06 13:40:58.860580
ORD000797,M037,Z1,2026-02-04 10:22:00,pharmacy,2.2,2026-02-04 10:22:57.669795,2026-02-04 10:24:22.122888,2026-02-04 10:37:51.008102,2026-02-04 10:39:46.468685,2026-02-04 10:49:43.686133
ORD000798,M001,Z4,2026-01-23 19:33:00,food,4.1,2026-01-23 19:33:54.724774,2026-01-23 19:34:45.434505,2026-01-23 20:03:27.703590,2026-01-23 20:21:28.967041,2026-01-23 20:42:17.473415
ORD000799,M035,Z5,2026-03-04 19:56:00,food,4.5,2026-03-04 19:57:36.948390,2026-03-04 19:58:39.648824,2026-03-04 20:13:18.096945,2026-03-04 20:43:28.239948,2026-03-04 21:02:50.383671
ORD000800,M053,Z4,2026-03-26 14:10:00,supermarket,2.43,2026-03-26 14:11:52.621690,2026-03-26 14:11:52.537513,2026-03-26 14:24:55.021020,2026-03-26 14:39:02.350507,2026-03-26 14:52:27.692438
ORD000801,M017,Z8,2026-01-02 18:18:00,pharmacy,1.58,2026-01-02 18:19:10.567198,2026-01-02 18:20:21.724989,2026-01-02 18:32:18.490704,2026-01-02 18:32:18.490704,2026-01-02 18:39:21.388131
ORD000802,M015,Z5,2026-01-11 23:58:00,food,3.74,2026-01-11 23:59:31.023454,2026-01-12 00:00:15.327304,2026-01-12 00:11:35.663629,2026-01-12 00:18:47.944597,2026-01-12 00:37:56.405196
ORD000803,M043,Z8,2026-02-14 22:56:00,supermarket,7.6,2026-02-14 22:56:33.826295,2026-02-14 22:57:21.829715,2026-02-14 23:12:42.645368,2026-02-14 23:12:42.645368,2026-02-14 23:43:02.991497
ORD000804,M059,Z5,2026-03-14 20:37:00,pharmacy,4.88,2026-03-14 20:37:34.535507,2026-03-14 20:38:23.811080,2026-03-14 20:57:30.209318,2026-03-14 20:57:30.209318,2026-03-14 21:19:00.816304
ORD000805,M028,Z8,2026-02-20 10:36:00,food,2.71,2026-02-20 10:37:28.327092,2026-02-20 10:38:34.451374,2026-02-20 10:46:26.878025,2026-02-20 11:03:38.481161,2026-02-20 11:13:50.794858
ORD000806,M069,Z6,2026-02-08 11:04:00,food,4.65,2026-02-08 11:04:41.449270,2026-02-08 11:06:07.835591,2026-02-08 11:31:48.900017,2026-02-08 11:31:48.900017,2026-02-08 11:50:38.372114
ORD000807,M071,Z2,2026-01-31 13:37:00,supermarket,3.19,2026-01-31 13:37:38.607039,2026-01-31 13:38:18.673965,2026-01-31 13:56:10.329979,2026-01-31 13:56:10.329979,2026-01-31 14:11:45.556739
ORD000808,M062,Z5,2026-02-21 12:34:00,food,4.53,2026-02-21 12:35:52.075717,2026-02-21 12:36:42.398635,2026-02-21 13:00:06.361952,2026-02-21 13:08:22.641016,2026-02-21 13:28:58.173218
ORD000809,M048,Z6,2026-03-30 23:31:00,pharmacy,1.01,2026-03-30 23:31:57.038414,2026-03-30 23:32:55.589579,2026-03-30 23:55:19.942827,2026-03-30 23:55:19.942827,2026-03-31 00:01:54.300047
ORD000810,M012,Z3,2026-03-15 10:38:00,food,7.76,2026-03-15 10:39:45.125870,2026-03-15 10:40:46.486839,2026-03-15 10:50:40.004467,2026-03-15 10:56:25.757509,2026-03-15 11:19:38.706322
ORD000811,M021,Z5,2026-01-12 11:32:00,supermarket,5.43,2026-01-12 11:33:31.427074,2026-01-12 11:33:00.286057,2026-01-12 11:44:52.234037,2026-01-12 11:46:38.187075,2026-01-12 12:06:48.245557
ORD000812,M001,Z4,2026-03-12 15:42:00,food,6.89,2026-03-12 15:42:58.594250,2026-03-12 15:44:40.328317,2026-03-12 15:55:04.917275,2026-03-12 16:39:29.669166,2026-03-12 17:04:40.851733
ORD000813,M057,Z1,2026-01-19 14:45:00,food,3.38,2026-01-19 14:46:49.593395,2026-01-19 14:47:00.608629,2026-01-19 15:04:43.925085,2026-01-19 16:15:07.765216,2026-01-19 16:31:36.950994
ORD000814,M046,Z8,2026-03-19 12:13:00,food,2.78,2026-03-19 12:13:59.423014,2026-03-19 12:15:33.223386,2026-03-19 12:28:07.399011,2026-03-19 12:45:42.239370,2026-03-19 12:59:48.290940
ORD000815,M006,Z5,2026-02-19 13:36:00,food,4.78,2026-02-19 13:37:07.451366,2026-02-19 13:37:38.983960,2026-02-19 13:57:43.531945,2026-02-19 14:25:54.997369,2026-02-19 14:48:18.961286
ORD000816,M010,Z3,2026-01-28 21:45:00,food,2.91,2026-01-28 21:46:44.298298,2026-01-28 21:47:22.434065,2026-01-28 22:03:02.627597,2026-01-28 22:03:02.627597,2026-01-28 22:14:40.585930
ORD000817,M072,Z1,2026-01-06 11:49:00,food,1.06,2026-01-06 11:50:58.637646,2026-01-06 11:50:44.045468,2026-01-06 12:03:08.573738,2026-01-06 12:11:14.395378,2026-01-06 12:18:08.460427
ORD000818,M037,Z1,2026-03-02 22:16:00,pharmacy,2.34,2026-03-02 22:17:28.881855,2026-03-02 22:18:18.843503,2026-03-02 22:39:43.148285,2026-03-02 22:42:25.950174,2026-03-02 22:55:11.453606
ORD000819,M044,Z4,2026-03-22 14:41:00,food,7.05,2026-03-22 14:42:23.044107,2026-03-22 14:42:08.981345,2026-03-22 15:00:12.426482,2026-03-22 15:24:42.178769,2026-03-22 15:56:20.958479
ORD000820,M062,Z5,2026-03-10 14:23:00,food,2.27,2026-03-10 14:24:44.631030,2026-03-10 14:25:58.202445,2026-03-10 14:42:40.075194,2026-03-10 14:47:25.925883,2026-03-10 14:59:16.464938
ORD000821,M049,Z6,2026-03-19 11:12:00,food,2.45,2026-03-19 11:13:29.345570,2026-03-19 11:14:27.258299,2026-03-19 11:22:08.961228,2026-03-19 11:51:31.256671,2026-03-19 12:02:18.309159
ORD000822,M016,Z4,2026-03-17 10:54:00,supermarket,7.72,2026-03-17 10:54:38.880459,2026-03-17 10:55:28.013822,2026-03-17 11:16:10.216770,2026-03-17 11:16:10.216770,2026-03-17 11:44:44.181650
ORD000823,M060,Z3,2026-02-14 21:32:00,food,5.58,2026-02-14 21:33:46.170494,2026-02-14 21:34:15.739743,2026-02-14 21:53:52.954441,2026-02-14 22:33:41.181358,2026-02-14 22:53:39.541946
ORD000824,M014,Z8,2026-01-26 14:12:00,food,7.31,2026-01-26 14:12:34.177044,2026-01-26 14:14:06.432735,2026-01-26 14:27:38.615071,2026-01-26 14:34:16.733952,2026-01-26 15:04:23.665358
ORD000825,M035,Z5,2026-01-12 23:50:00,food,2.83,2026-01-12 23:51:21.784133,2026-01-12 23:51:47.942804,2026-01-13 00:02:07.822949,2026-01-13 00:31:05.272313,2026-01-13 00:45:50.073994
ORD000826,M002,Z5,2026-01-01 20:12:00,pharmacy,6.89,2026-01-01 20:12:36.024133,2026-01-01 20:13:49.952976,2026-01-01 20:32:11.717842,2026-01-01 20:32:11.717842,2026-01-01 21:02:56.607402
ORD000827,M049,Z6,2026-02-27 10:07:00,food,7.89,2026-02-27 10:08:53.646344,2026-02-27 10:08:58.010495,2026-02-27 10:36:08.604521,2026-02-27 10:36:08.604521,2026-02-27 11:05:29.066800
ORD000828,M053,Z4,2026-03-18 16:08:00,supermarket,4.39,2026-03-18 16:09:58.650109,2026-03-18 16:09:07.874349,2026-03-18 16:17:22.826796,2026-03-18 16:22:13.505283,2026-03-18 16:40:47.631297
ORD000829,M044,Z4,2026-03-15 22:56:00,food,4.85,2026-03-15 22:57:53.471249,2026-03-15 22:58:49.991406,2026-03-15 23:13:41.042823,2026-03-15 23:51:28.149422,2026-03-16 00:13:09.377321
ORD000830,M038,Z1,2026-01-21 23:00:00,pharmacy,6.32,2026-01-21 23:01:56.193327,2026-01-21 23:02:22.677542,2026-01-21 23:21:18.609392,2026-01-21 23:25:58.066177,2026-01-21 23:55:21.842811
ORD000831,M003,Z7,2026-03-12 10:30:00,pharmacy,6.79,2026-03-12 10:31:47.324026,2026-03-12 10:32:45.892653,2026-03-12 10:43:34.024700,2026-03-12 10:43:34.024700,2026-03-12 11:07:31.547674
ORD000832,M007,Z5,2026-03-25 14:15:00,food,7.84,2026-03-25 14:16:13.500168,2026-03-25 14:16:50.903168,2026-03-25 14:32:15.991917,2026-03-25 14:39:59.819659,2026-03-25 15:14:00.609112
ORD000833,M042,Z2,2026-03-30 23:45:00,supermarket,3.43,2026-03-30 23:46:11.542260,2026-03-30 23:46:41.454954,2026-03-31 00:01:27.420526,2026-03-31 00:18:42.439507,2026-03-31 00:34:24.332704
ORD000834,M009,Z2,2026-01-03 20:40:00,food,6.87,2026-01-03 20:41:45.467554,2026-01-03 20:41:16.977533,2026-01-03 21:05:33.541850,2026-01-03 21:05:33.541850,2026-01-03 21:35:39.369583
ORD000835,M022,Z2,2026-02-24 21:04:00,supermarket,3.65,2026-02-24 21:05:35.945021,2026-02-24 21:05:49.768747,2026-02-24 21:29:17.739855,2026-02-24 21:29:17.739855,2026-02-24 21:46:55.073894
ORD000836,M017,Z8,2026-03-01 13:26:00,pharmacy,7.84,2026-03-01 13:27:18.966839,2026-03-01 13:27:51.293199,2026-03-01 13:39:50.407042,2026-03-01 13:39:50.407042,2026-03-01 14:11:51.326019
ORD000837,M004,Z3,2026-03-24 13:25:00,supermarket,5.2,2026-03-24 13:26:25.678140,2026-03-24 13:27:38.456437,2026-03-24 13:41:55.371745,2026-03-24 13:43:47.755133,2026-03-24 14:02:06.929461
ORD000838,M064,Z7,2026-02-13 20:33:00,food,5.05,2026-02-13 20:34:15.664350,2026-02-13 20:34:18.201524,2026-02-13 21:04:51.784702,2026-02-13 21:17:57.477014,2026-02-13 21:40:17.107822
ORD000839,M046,Z8,2026-01-08 19:16:00,food,1.3,2026-01-08 19:17:21.786652,2026-01-08 19:18:38.511765,2026-01-08 19:30:25.196400,2026-01-08 20:17:16.831930,2026-01-08 20:24:39.012660
ORD000840,M053,Z4,2026-03-10 11:01:00,supermarket,0.98,2026-03-10 11:01:44.258863,2026-03-10 11:02:45.804944,2026-03-10 11:22:41.872583,2026-03-10 11:22:41.872583,2026-03-10 11:28:45.170137
ORD000841,M038,Z1,2026-02-27 13:50:00,pharmacy,6.95,2026-02-27 13:50:41.126477,2026-02-27 13:52:48.941050,2026-02-27 14:02:26.298655,2026-02-27 14:21:07.697878,2026-02-27 14:50:44.964390
ORD000842,M026,Z6,2026-02-18 14:25:00,supermarket,2.91,2026-02-18 14:26:18.483038,2026-02-18 14:27:57.000727,2026-02-18 14:35:11.955651,2026-02-18 14:40:04.810543,2026-02-18 14:55:35.059995
ORD000843,M047,Z7,2026-02-22 19:57:00,pharmacy,7.8,2026-02-22 19:58:39.423503,2026-02-22 19:58:30.529111,2026-02-22 20:10:11.851168,2026-02-22 20:10:11.851168,2026-02-22 20:42:26.796545
ORD000844,M053,Z4,2026-01-23 22:19:00,supermarket,2.37,2026-01-23 22:20:24.693415,2026-01-23 22:21:29.440853,2026-01-23 22:34:04.852450,2026-01-23 22:49:54.533372,2026-01-23 23:04:38.651382
ORD000845,M034,Z6,2026-01-18 10:55:00,food,4.79,2026-01-18 10:56:28.330977,2026-01-18 10:56:55.734047,2026-01-18 11:10:57.131694,2026-01-18 11:25:45.652991,2026-01-18 11:46:12.258312
ORD000846,M061,Z7,2026-02-15 13:22:00,food,5.57,2026-02-15 13:22:38.578943,2026-02-15 13:24:33.911049,2026-02-15 13:34:50.119385,2026-02-15 14:02:27.374676,2026-02-15 14:27:41.040679
ORD000847,M015,Z5,2026-01-03 19:47:00,food,6.04,2026-01-03 19:48:38.431428,2026-01-03 19:49:07.666324,2026-01-03 20:25:32.091464,2026-01-03 20:25:32.091464,2026-01-03 20:54:04.121817
ORD000848,M027,Z2,2026-01-08 18:35:00,pharmacy,4.62,2026-01-08 18:36:01.085800,2026-01-08 18:36:02.241074,2026-01-08 18:41:42.899579,2026-01-08 18:44:56.818144,2026-01-08 19:02:35.723677
ORD000849,M022,Z2,2026-02-02 19:23:00,supermarket,0.59,2026-02-02 19:23:39.725964,2026-02-02 19:24:10.952012,2026-02-02 19:32:56.645560,2026-02-02 19:40:33.574156,2026-02-02 19:45:31.305267
ORD000850,M062,Z5,2026-02-02 21:11:00,food,6.41,2026-02-02 21:11:36.122748,2026-02-02 21:12:00.351800,2026-02-02 21:32:12.464522,2026-02-02 21:32:12.464522,2026-02-02 22:00:15.033561
ORD000851,M001,Z4,2026-01-08 18:26:00,food,5.6,2026-01-08 18:27:39.984609,2026-01-08 18:27:56.619953,2026-01-08 18:38:53.947473,2026-01-08 18:52:13.433898,2026-01-08 19:14:53.135210
ORD000852,M061,Z7,2026-03-12 20:47:00,food,4.3,2026-03-12 20:47:30.230467,2026-03-12 20:48:03.717557,2026-03-12 21:02:39.568775,2026-03-12 21:54:52.614978,2026-03-12 22:13:14.114237
ORD000853,M066,Z4,2026-01-28 15:25:00,pharmacy,7.43,2026-01-28 15:26:41.621843,2026-01-28 15:27:11.682880,2026-01-28 15:51:42.561714,2026-01-28 15:51:42.561714,2026-01-28 16:19:17.286387
ORD000854,M037,Z1,2026-02-13 19:00:00,pharmacy,7.18,2026-02-13 19:00:32.616502,2026-02-13 19:01:31.128819,2026-02-13 19:26:25.638518,2026-02-13 19:26:25.638518,2026-02-13 19:57:02.447764
ORD000855,M019,Z3,2026-02-24 19:42:00,food,3.93,2026-02-24 19:42:46.526675,2026-02-24 19:43:40.373548,2026-02-24 20:00:42.838914,2026-02-24 20:00:42.838914,2026-02-24 20:14:55.003700
ORD000856,M065,Z2,2026-03-09 14:35:00,food,0.78,2026-03-09 14:35:52.315413,2026-03-09 14:36:56.027290,2026-03-09 14:50:24.420507,2026-03-09 15:08:42.090591,2026-03-09 15:14:32.463152
ORD000857,M069,Z6,2026-02-08 23:05:00,food,4.92,2026-02-08 23:06:29.415358,2026-02-08 23:06:02.335911,2026-02-08 23:36:50.190110,2026-02-08 23:36:50.190110,2026-02-09 00:00:18.254450
ORD000858,M065,Z2,2026-03-18 12:57:00,food,3.17,2026-03-18 12:58:58.679388,2026-03-18 12:58:04.878824,2026-03-18 13:17:05.551430,2026-03-18 13:54:43.518049,2026-03-18 14:09:45.552256
ORD000859,M010,Z3,2026-03-19 21:39:00,food,6.38,2026-03-19 21:40:46.556991,2026-03-19 21:41:41.272099,2026-03-19 21:51:01.386940,2026-03-19 22:28:59.898380,2026-03-19 22:51:24.527515
ORD000860,M031,Z1,2026-03-29 19:13:00,food,5.77,2026-03-29 19:14:51.402016,2026-03-29 19:14:54.749768,2026-03-29 19:33:05.476102,2026-03-29 19:43:49.613889,2026-03-29 20:09:37.000611
ORD000861,M036,Z4,2026-02-18 23:11:00,food,5.72,2026-02-18 23:12:18.022106,2026-02-18 23:13:13.308647,2026-02-18 23:27:45.558353,2026-02-18 23:36:38.343263,2026-02-19 00:03:20.760048
ORD000862,M049,Z6,2026-03-28 21:47:00,food,0.59,2026-03-28 21:48:42.578358,2026-03-28 21:49:05.645522,2026-03-28 22:26:32.415012,2026-03-28 22:26:32.415012,2026-03-28 22:35:15.212031
ORD000863,M002,Z5,2026-01-16 16:35:00,pharmacy,4.76,2026-01-16 16:35:49.186159,2026-01-16 16:36:33.200798,2026-01-16 16:53:45.456557,2026-01-16 16:53:45.456557,2026-01-16 17:11:54.966158
ORD000864,M023,Z8,2026-01-08 23:17:00,pharmacy,0.77,2026-01-08 23:17:38.408885,2026-01-08 23:19:33.447840,2026-01-08 23:41:08.461763,2026-01-08 23:41:08.820889,2026-01-08 23:47:18.023944
ORD000865,M030,Z5,2026-03-13 14:05:00,food,5.52,2026-03-13 14:06:34.566454,2026-03-13 14:07:51.070219,2026-03-13 14:23:46.205174,2026-03-13 14:48:15.264920,2026-03-13 15:11:56.423323
ORD000866,M027,Z2,2026-01-15 12:56:00,pharmacy,5.94,2026-01-15 12:57:29.919936,2026-01-15 12:58:48.398574,2026-01-15 13:21:00.484618,2026-01-15 13:21:00.484618,2026-01-15 13:46:31.336640
ORD000867,M015,Z5,2026-03-07 22:27:00,food,2.08,2026-03-07 22:28:08.564324,2026-03-07 22:28:20.575920,2026-03-07 22:48:08.704049,2026-03-07 22:59:09.674893,2026-03-07 23:12:41.532694
ORD000868,M001,Z4,2026-02-04 23:14:00,food,2.51,2026-02-04 23:15:06.635867,2026-02-04 23:15:33.529594,2026-02-04 23:20:22.171591,2026-02-04 23:57:53.449360,2026-02-05 00:09:31.323327
ORD000869,M028,Z8,2026-03-16 21:15:00,food,6.2,2026-03-16 21:16:15.507197,2026-03-16 21:16:45.607348,2026-03-16 21:37:41.673781,2026-03-16 21:41:23.015187,2026-03-16 22:08:35.602004
